computer,datetime,exp,cbal,participant,trial,trial_type,img,trial_duration,audio_path,audio_file,word,error,word_onset,word_duration
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,25,fill,ftxt21.jpg,0.979864029,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_025.wav,wc32v.3_14_025.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,26,ctrl,ctrl29.jpg,0.969759189,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_026.wav,wc32v.3_14_026.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,27,trgt,trgt29.jpg,1.361294275,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_027.wav,wc32v.3_14_027.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,28,fill,fimg21.jpg,1.111256488,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_028.wav,wc32v.3_14_028.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,29,fill,fimg18.jpg,1.241469931,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_029.wav,wc32v.3_14_029.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,30,fill,ftxt38.jpg,1.110799001,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_030.wav,wc32v.3_14_030.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,31,intf,prim18.jpg,0.97023627,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_031.wav,wc32v.3_14_031.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,32,trgt,trgt18.jpg,3.031152675,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_032.wav,wc32v.3_14_032.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,33,fill,ftxt24.jpg,1.360093488,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_033.wav,wc32v.3_14_033.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,34,ctrl,ctrl04.jpg,1.111497828,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_034.wav,wc32v.3_14_034.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,35,trgt,trgt04.jpg,2.00162282,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_035.wav,wc32v.3_14_035.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,36,fill,ftxt05.jpg,1.241366055,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_036.wav,wc32v.3_14_036.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,37,fill,ftxt35.jpg,1.110856848,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_037.wav,wc32v.3_14_037.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,38,fill,ftxt10.jpg,1.100578779,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_038.wav,wc32v.3_14_038.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,39,intf,prim22.jpg,1.241343663,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_039.wav,wc32v.3_14_039.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,40,trgt,trgt22.jpg,2.261682409,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_040.wav,wc32v.3_14_040.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,41,fill,fimg39.jpg,1.361520997,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_041.wav,wc32v.3_14_041.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,42,fill,ftxt18.jpg,0.981931274,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_042.wav,wc32v.3_14_042.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,43,fill,ftxt26.jpg,0.980961252,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_043.wav,wc32v.3_14_043.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,44,ctrl,ctrl20.jpg,0.981301491,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_044.wav,wc32v.3_14_044.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,45,trgt,trgt20.jpg,1.242049332,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_045.wav,wc32v.3_14_045.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,46,fill,ftxt39.jpg,0.981271012,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_046.wav,wc32v.3_14_046.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,47,intf,prim32.jpg,0.970516485,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_047.wav,wc32v.3_14_047.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,48,trgt,trgt32.jpg,1.361472792,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_048.wav,wc32v.3_14_048.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,49,fill,fimg25.jpg,1.241455935,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_049.wav,wc32v.3_14_049.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,50,ctrl,ctrl21.jpg,1.111317756,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_050.wav,wc32v.3_14_050.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,51,trgt,trgt21.jpg,1.241697897,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_051.wav,wc32v.3_14_051.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,52,fill,ftxt25.jpg,1.231664588,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_052.wav,wc32v.3_14_052.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,53,fill,ftxt09.jpg,1.111979262,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_053.wav,wc32v.3_14_053.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,54,fill,ftxt33.jpg,1.11082046,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_054.wav,wc32v.3_14_054.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,55,intf,prim19.jpg,0.85137666,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_055.wav,wc32v.3_14_055.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,56,trgt,trgt19.jpg,1.622159676,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_056.wav,wc32v.3_14_056.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,57,fill,fimg32.jpg,0.982046968,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_057.wav,wc32v.3_14_057.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,58,fill,fimg08.jpg,1.750731327,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_058.wav,wc32v.3_14_058.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,59,fill,fimg26.jpg,1.111042517,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_059.wav,wc32v.3_14_059.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,60,ctrl,ctrl38.jpg,1.111327708,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_060.wav,wc32v.3_14_060.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,61,trgt,trgt38.jpg,1.101467629,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_061.wav,wc32v.3_14_061.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,62,fill,fimg01.jpg,1.751655631,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_062.wav,wc32v.3_14_062.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,63,intf,prim36.jpg,1.111316823,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_063.wav,wc32v.3_14_063.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,64,trgt,trgt36.jpg,0.981337878,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_064.wav,wc32v.3_14_064.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,65,fill,fimg03.jpg,2.391408196,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_065.wav,wc32v.3_14_065.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,66,ctrl,ctrl11.jpg,1.361556452,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_066.wav,wc32v.3_14_066.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,67,trgt,trgt11.jpg,1.88168216,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_067.wav,wc32v.3_14_067.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,68,fill,ftxt36.jpg,1.111882851,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_068.wav,wc32v.3_14_068.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,69,fill,fimg24.jpg,1.240978855,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_069.wav,wc32v.3_14_069.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,70,fill,fimg12.jpg,1.361849729,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_070.wav,wc32v.3_14_070.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,71,intf,prim16.jpg,1.112018138,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_071.wav,wc32v.3_14_071.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,72,trgt,trgt16.jpg,1.241415816,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_072.wav,wc32v.3_14_072.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,73,fill,fimg33.jpg,1.111760626,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_073.wav,wc32v.3_14_073.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,74,fill,fimg30.jpg,1.751715655,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_074.wav,wc32v.3_14_074.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,75,ctrl,ctrl02.jpg,1.111098809,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_075.wav,wc32v.3_14_075.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,76,trgt,trgt02.jpg,1.740291846,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_076.wav,wc32v.3_14_076.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,77,fill,ftxt13.jpg,1.111725172,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_077.wav,wc32v.3_14_077.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,78,fill,ftxt29.jpg,0.980894697,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_078.wav,wc32v.3_14_078.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,79,intf,prim37.jpg,0.980595511,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_079.wav,wc32v.3_14_079.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,80,trgt,trgt37.jpg,0.981702686,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_080.wav,wc32v.3_14_080.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,81,fill,ftxt34.jpg,0.981529457,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_081.wav,wc32v.3_14_081.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,82,ctrl,ctrl03.jpg,0.970040337,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_082.wav,wc32v.3_14_082.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,83,trgt,trgt03.jpg,1.490500064,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_083.wav,wc32v.3_14_083.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,84,fill,fimg10.jpg,1.24129328,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_084.wav,wc32v.3_14_084.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,85,fill,fimg16.jpg,1.24170816,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_085.wav,wc32v.3_14_085.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,86,fill,ftxt23.jpg,0.980676372,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_086.wav,wc32v.3_14_086.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,87,intf,prim07.jpg,0.970453973,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_087.wav,wc32v.3_14_087.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,88,trgt,trgt07.jpg,1.610236083,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_088.wav,wc32v.3_14_088.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,89,fill,fimg35.jpg,1.111407947,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_089.wav,wc32v.3_14_089.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,90,fill,fimg29.jpg,1.490477049,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_090.wav,wc32v.3_14_090.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,91,fill,ftxt04.jpg,0.981182065,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_091.wav,wc32v.3_14_091.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,92,ctrl,ctrl09.jpg,0.980899673,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_092.wav,wc32v.3_14_092.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,93,trgt,trgt09.jpg,1.491657311,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_093.wav,wc32v.3_14_093.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,94,fill,ftxt17.jpg,0.852025415,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_094.wav,wc32v.3_14_094.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,95,intf,prim06.jpg,0.851893238,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_095.wav,wc32v.3_14_095.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,96,trgt,trgt06.jpg,1.620449152,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_096.wav,wc32v.3_14_096.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,97,fill,ftxt16.jpg,1.111008618,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_097.wav,wc32v.3_14_097.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,98,fill,fimg05.jpg,1.241288615,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_098.wav,wc32v.3_14_098.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,99,ctrl,ctrl08.jpg,0.981460414,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_099.wav,wc32v.3_14_099.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,100,trgt,trgt08.jpg,1.110980628,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_100.wav,wc32v.3_14_100.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,101,fill,ftxt07.jpg,1.111420077,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_101.wav,wc32v.3_14_101.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,102,fill,ftxt22.jpg,1.230654446,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_102.wav,wc32v.3_14_102.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,103,intf,prim25.jpg,1.100707224,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_103.wav,wc32v.3_14_103.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,104,trgt,trgt25.jpg,1.361059778,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_104.wav,wc32v.3_14_104.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,105,fill,ftxt20.jpg,1.099877464,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_105.wav,wc32v.3_14_105.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,106,fill,ftxt12.jpg,0.981331658,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_106.wav,wc32v.3_14_106.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,107,ctrl,ctrl26.jpg,1.111376225,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_107.wav,wc32v.3_14_107.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,108,trgt,trgt26.jpg,1.2417856,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_108.wav,wc32v.3_14_108.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,109,fill,fimg28.jpg,1.232042769,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_109.wav,wc32v.3_14_109.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,110,fill,ftxt14.jpg,1.110266251,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_110.wav,wc32v.3_14_110.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,111,intf,prim01.jpg,0.98148405,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_111.wav,wc32v.3_14_111.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,112,trgt,trgt01.jpg,2.391580804,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_112.wav,wc32v.3_14_112.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,113,fill,fimg22.jpg,1.241737705,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_113.wav,wc32v.3_14_113.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,114,fill,ftxt01.jpg,0.98178137,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_114.wav,wc32v.3_14_114.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,115,fill,ftxt15.jpg,0.981053309,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_115.wav,wc32v.3_14_115.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,116,ctrl,ctrl40.jpg,0.981183309,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_116.wav,wc32v.3_14_116.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,117,trgt,trgt40.jpg,1.241012754,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_117.wav,wc32v.3_14_117.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,118,fill,fimg11.jpg,1.491442407,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_118.wav,wc32v.3_14_118.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,119,intf,prim24.jpg,1.241936748,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_119.wav,wc32v.3_14_119.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,120,trgt,trgt24.jpg,2.130410308,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_120.wav,wc32v.3_14_120.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,121,fill,fimg17.jpg,1.361231763,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_121.wav,wc32v.3_14_121.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,122,ctrl,ctrl12.jpg,0.851158335,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_122.wav,wc32v.3_14_122.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,123,trgt,trgt12.jpg,2.130888632,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_123.wav,wc32v.3_14_123.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,124,fill,fimg09.jpg,1.881277854,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_124.wav,wc32v.3_14_124.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,125,fill,fimg34.jpg,1.361348701,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_125.wav,wc32v.3_14_125.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,126,fill,ftxt08.jpg,1.11164089,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_126.wav,wc32v.3_14_126.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,127,intf,prim13.jpg,0.981342232,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_127.wav,wc32v.3_14_127.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,128,trgt,trgt13.jpg,2.391475062,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_128.wav,wc32v.3_14_128.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,129,fill,fimg13.jpg,1.11163778,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_129.wav,wc32v.3_14_129.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,130,fill,fimg04.jpg,1.241673016,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_130.wav,wc32v.3_14_130.wav,,,,
LCNL-279-1-PC,6/26/2018 11:35,wc32v.3,A1a,14,131,ctrl,ctrl15.jpg,0.840341296,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P14/wc32v.3_14_131.wav,wc32v.3_14_131.wav,,,,
