computer,datetime,exp,cbal,participant,trial,trial_type,img,trial_duration,audio_path,audio_file,word,error,word_onset,word_duration
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,142,fill,ftxt27.jpg,0.851932263,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_142.wav,wc32v.3_19_142.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,143,intf,prim14.jpg,0.980736767,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_143.wav,wc32v.3_19_143.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,144,trgt,trgt14.jpg,1.111334515,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_144.wav,wc32v.3_19_144.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,145,fill,fimg36.jpg,1.240976861,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_145.wav,wc32v.3_19_145.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,146,fill,fimg15.jpg,1.110067799,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_146.wav,wc32v.3_19_146.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,147,ctrl,ctrl28.jpg,0.98123064,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_147.wav,wc32v.3_19_147.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,148,trgt,trgt28.jpg,1.11103844,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_148.wav,wc32v.3_19_148.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,149,fill,fimg19.jpg,1.109999378,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_149.wav,wc32v.3_19_149.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,150,fill,fimg37.jpg,1.110123468,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_150.wav,wc32v.3_19_150.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,151,intf,prim10.jpg,0.979876532,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_151.wav,wc32v.3_19_151.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,152,trgt,trgt10.jpg,1.112008459,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_152.wav,wc32v.3_19_152.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,153,fill,fimg20.jpg,1.100807987,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_153.wav,wc32v.3_19_153.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,154,fill,ftxt02.jpg,0.980934876,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_154.wav,wc32v.3_19_154.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,155,fill,ftxt37.jpg,0.851576165,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_155.wav,wc32v.3_19_155.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,156,ctrl,ctrl30.jpg,0.98204889,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_156.wav,wc32v.3_19_156.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,157,trgt,trgt30.jpg,0.980995833,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_157.wav,wc32v.3_19_157.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,158,fill,ftxt40.jpg,0.981422529,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_158.wav,wc32v.3_19_158.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,159,intf,prim39.jpg,1.111941905,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_159.wav,wc32v.3_19_159.wav,,,,
LCNL-279-1-PC,7/6/2018 10:03,wc32v.3,A1a,19,160,trgt,trgt39.jpg,1.11174504,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P19/wc32v.3_19_160.wav,wc32v.3_19_160.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,p01,prac,prac01.gif,0.983647396,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_p01.wav,wc32v.3_20_p01.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,p02,prac,prac02.jpg,1.113457155,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_p02.wav,wc32v.3_20_p02.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,p03,prac,prac03.gif,0.85380125,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_p03.wav,wc32v.3_20_p03.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,p04,prac,prac04.jpg,0.854161393,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_p04.wav,wc32v.3_20_p04.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,1,fill,fimg38.jpg,0.854119718,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_001.wav,wc32v.3_20_001.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,2,ctrl,ctrl31.jpg,0.8542379,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_002.wav,wc32v.3_20_002.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,3,trgt,trgt31.jpg,0.854680148,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_003.wav,wc32v.3_20_003.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,4,fill,ftxt03.jpg,0.856142179,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_004.wav,wc32v.3_20_004.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,5,fill,ftxt31.jpg,0.854900028,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_005.wav,wc32v.3_20_005.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,6,fill,fimg40.jpg,0.855033449,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_006.wav,wc32v.3_20_006.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,7,intf,prim34.jpg,0.855592634,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_007.wav,wc32v.3_20_007.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,8,trgt,trgt34.jpg,0.854030149,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_008.wav,wc32v.3_20_008.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,9,fill,fimg27.jpg,0.85320972,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_009.wav,wc32v.3_20_009.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,10,ctrl,ctrl23.jpg,0.85463132,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_010.wav,wc32v.3_20_010.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,11,trgt,trgt23.jpg,1.494513885,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_011.wav,wc32v.3_20_011.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,12,fill,ftxt06.jpg,0.853710125,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_012.wav,wc32v.3_20_012.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,13,fill,ftxt30.jpg,0.853900149,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_013.wav,wc32v.3_20_013.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,14,fill,ftxt11.jpg,0.85471498,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_014.wav,wc32v.3_20_014.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,15,intf,prim35.jpg,0.855220984,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_015.wav,wc32v.3_20_015.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,16,trgt,trgt35.jpg,0.854923042,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_016.wav,wc32v.3_20_016.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,17,fill,fimg31.jpg,0.854621057,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_017.wav,wc32v.3_20_017.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,18,fill,fimg14.jpg,0.855920744,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_018.wav,wc32v.3_20_018.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,19,ctrl,ctrl17.jpg,0.853654767,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_019.wav,wc32v.3_20_019.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,20,trgt,trgt17.jpg,0.854814191,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_020.wav,wc32v.3_20_020.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,21,fill,fimg07.jpg,0.854149574,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_021.wav,wc32v.3_20_021.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,22,fill,fimg23.jpg,0.854508784,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_022.wav,wc32v.3_20_022.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,23,intf,prim33.jpg,0.854381584,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_023.wav,wc32v.3_20_023.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,24,trgt,trgt33.jpg,0.854743593,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_024.wav,wc32v.3_20_024.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,25,fill,ftxt21.jpg,0.855185841,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_025.wav,wc32v.3_20_025.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,26,ctrl,ctrl29.jpg,0.855014788,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_026.wav,wc32v.3_20_026.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,27,trgt,trgt29.jpg,0.855738806,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_027.wav,wc32v.3_20_027.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,28,fill,fimg21.jpg,0.855674739,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_028.wav,wc32v.3_20_028.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,29,fill,fimg18.jpg,0.855315529,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_029.wav,wc32v.3_20_029.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,30,fill,ftxt38.jpg,0.855488448,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_030.wav,wc32v.3_20_030.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,31,intf,prim18.jpg,0.854863018,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_031.wav,wc32v.3_20_031.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,32,trgt,trgt18.jpg,0.985124355,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_032.wav,wc32v.3_20_032.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,33,fill,ftxt24.jpg,0.854687612,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_033.wav,wc32v.3_20_033.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,34,ctrl,ctrl04.jpg,0.855555625,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_034.wav,wc32v.3_20_034.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,35,trgt,trgt04.jpg,0.855264836,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_035.wav,wc32v.3_20_035.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,36,fill,ftxt05.jpg,0.854438497,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_036.wav,wc32v.3_20_036.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,37,fill,ftxt35.jpg,0.854423258,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_037.wav,wc32v.3_20_037.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,38,fill,ftxt10.jpg,0.854878568,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_038.wav,wc32v.3_20_038.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,39,intf,prim22.jpg,0.854877635,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_039.wav,wc32v.3_20_039.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,40,trgt,trgt22.jpg,0.855865074,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_040.wav,wc32v.3_20_040.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,41,fill,fimg39.jpg,0.855704907,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_041.wav,wc32v.3_20_041.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,42,fill,ftxt18.jpg,0.855940959,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_042.wav,wc32v.3_20_042.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,43,fill,ftxt26.jpg,0.854106345,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_043.wav,wc32v.3_20_043.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,44,ctrl,ctrl20.jpg,0.855869117,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_044.wav,wc32v.3_20_044.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,45,trgt,trgt20.jpg,0.855113999,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_045.wav,wc32v.3_20_045.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,46,fill,ftxt39.jpg,0.853979766,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_046.wav,wc32v.3_20_046.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,47,intf,prim32.jpg,0.855198592,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_047.wav,wc32v.3_20_047.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,48,trgt,trgt32.jpg,1.245169637,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_048.wav,wc32v.3_20_048.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,49,fill,fimg25.jpg,0.855303089,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_049.wav,wc32v.3_20_049.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,50,ctrl,ctrl21.jpg,0.853325102,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_050.wav,wc32v.3_20_050.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,51,trgt,trgt21.jpg,0.85454766,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_051.wav,wc32v.3_20_051.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,52,fill,ftxt25.jpg,0.856069404,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_052.wav,wc32v.3_20_052.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,53,fill,ftxt09.jpg,0.84374275,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_053.wav,wc32v.3_20_053.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,54,fill,ftxt33.jpg,0.855986988,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_054.wav,wc32v.3_20_054.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,55,intf,prim19.jpg,0.85479864,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_055.wav,wc32v.3_20_055.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,56,trgt,trgt19.jpg,2.004739083,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_056.wav,wc32v.3_20_056.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,57,fill,fimg32.jpg,0.854864884,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_057.wav,wc32v.3_20_057.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,58,fill,fimg08.jpg,0.855941581,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_058.wav,wc32v.3_20_058.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,59,fill,fimg26.jpg,0.985592416,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_059.wav,wc32v.3_20_059.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,60,ctrl,ctrl38.jpg,0.854183163,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_060.wav,wc32v.3_20_060.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,61,trgt,trgt38.jpg,0.855634309,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_061.wav,wc32v.3_20_061.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,62,fill,fimg01.jpg,1.236111638,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_062.wav,wc32v.3_20_062.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,63,intf,prim36.jpg,0.856367657,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_063.wav,wc32v.3_20_063.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,64,trgt,trgt36.jpg,0.854843114,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_064.wav,wc32v.3_20_064.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,65,fill,fimg03.jpg,1.365802593,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_065.wav,wc32v.3_20_065.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,66,ctrl,ctrl11.jpg,0.856022753,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_066.wav,wc32v.3_20_066.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,67,trgt,trgt11.jpg,1.244736097,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_067.wav,wc32v.3_20_067.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,68,fill,ftxt36.jpg,0.855039047,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_068.wav,wc32v.3_20_068.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,69,fill,fimg24.jpg,0.853349671,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_069.wav,wc32v.3_20_069.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,70,fill,fimg12.jpg,2.394980702,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_070.wav,wc32v.3_20_070.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,71,intf,prim16.jpg,0.855388304,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_071.wav,wc32v.3_20_071.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,72,trgt,trgt16.jpg,0.985424474,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_072.wav,wc32v.3_20_072.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,73,fill,fimg33.jpg,0.854988353,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_073.wav,wc32v.3_20_073.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,74,fill,fimg30.jpg,1.11544074,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_074.wav,wc32v.3_20_074.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,75,ctrl,ctrl02.jpg,0.854062182,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_075.wav,wc32v.3_20_075.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,76,trgt,trgt02.jpg,1.623693549,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_076.wav,wc32v.3_20_076.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,77,fill,ftxt13.jpg,0.854420148,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_077.wav,wc32v.3_20_077.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,78,fill,ftxt29.jpg,0.854670196,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_078.wav,wc32v.3_20_078.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,79,intf,prim37.jpg,0.854604574,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_079.wav,wc32v.3_20_079.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,80,trgt,trgt37.jpg,0.98518469,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_080.wav,wc32v.3_20_080.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,81,fill,ftxt34.jpg,0.854871726,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_081.wav,wc32v.3_20_081.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,82,ctrl,ctrl03.jpg,0.854226081,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_082.wav,wc32v.3_20_082.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,83,trgt,trgt03.jpg,1.244776839,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_083.wav,wc32v.3_20_083.wav,,,,
LCNL-279-1-PC,7/6/2018 16:50,wc32v.3,A1a,20,84,fill,fimg10.jpg,0.985383111,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P20/wc32v.3_20_084.wav,wc32v.3_20_084.wav,,,,
