computer,datetime,exp,cbal,participant,trial,trial_type,img,trial_duration,audio_path,audio_file,word,error,word_onset,word_duration,
LCNL-279-1-PC,2018-06-20 11:21,wc32v.3,A1a,TEST,003,ctrl,trgt31.jpg,0.85353861752,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_PTEST/wc32v.3_TEST_003.wav,wc32v.3_TEST_003.wav,,,,,
LCNL-279-1-PC,2018-06-20 11:22,wc32v.3,A1a,TEST,003,ctrl,trgt31.jpg,0.855246658249,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_PTEST/wc32v.3_TEST_003.wav,wc32v.3_TEST_003.wav,,,,,
LCNL-279-1-PC,2018-06-20 11:22,wc32v.3,A1a,TEST,008,intf,trgt34.jpg,0.855411180016,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_PTEST/wc32v.3_TEST_008.wav,wc32v.3_TEST_008.wav,,,,,
LCNL-279-1-PC,2018-06-20 11:22,wc32v.3,A1a,TEST,011,ctrl,trgt23.jpg,1.62611573127,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_PTEST/wc32v.3_TEST_011.wav,wc32v.3_TEST_011.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,003,ctrl,trgt31.jpg,0.984197824207,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_003.wav,wc32v.3_11_003.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,008,intf,trgt34.jpg,0.985024476112,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_008.wav,wc32v.3_11_008.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,011,ctrl,trgt23.jpg,1.24408654654,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_011.wav,wc32v.3_11_011.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,016,intf,trgt35.jpg,0.856095080519,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_016.wav,wc32v.3_11_016.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,020,ctrl,trgt17.jpg,0.984426413053,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_020.wav,wc32v.3_11_020.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,024,intf,trgt33.jpg,0.856334243542,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_024.wav,wc32v.3_11_024.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,027,ctrl,trgt29.jpg,0.986154358116,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_027.wav,wc32v.3_11_027.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,032,intf,trgt18.jpg,0.855643811929,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_032.wav,wc32v.3_11_032.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,035,ctrl,trgt04.jpg,0.985830912676,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_035.wav,wc32v.3_11_035.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,040,intf,trgt22.jpg,0.986061056547,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_040.wav,wc32v.3_11_040.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,045,ctrl,trgt20.jpg,0.985589572617,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_045.wav,wc32v.3_11_045.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,048,intf,trgt32.jpg,1.24564095068,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_048.wav,wc32v.3_11_048.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,051,ctrl,trgt21.jpg,1.11543332359,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_051.wav,wc32v.3_11_051.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,056,intf,trgt19.jpg,3.03418725003,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_056.wav,wc32v.3_11_056.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,061,ctrl,trgt38.jpg,0.855567304641,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_061.wav,wc32v.3_11_061.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,064,intf,trgt36.jpg,1.62461046595,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_064.wav,wc32v.3_11_064.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,067,ctrl,trgt11.jpg,1.3659632765,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_067.wav,wc32v.3_11_067.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,072,intf,trgt16.jpg,0.854314575571,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_072.wav,wc32v.3_11_072.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,076,ctrl,trgt02.jpg,1.24451977682,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_076.wav,wc32v.3_11_076.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,080,intf,trgt37.jpg,0.854517972992,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_080.wav,wc32v.3_11_080.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,083,ctrl,trgt03.jpg,0.984667131101,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_083.wav,wc32v.3_11_083.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,088,intf,trgt07.jpg,0.984784069068,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_088.wav,wc32v.3_11_088.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,093,ctrl,trgt09.jpg,0.983552799358,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_093.wav,wc32v.3_11_093.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,096,intf,trgt06.jpg,0.984395001524,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_096.wav,wc32v.3_11_096.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,100,ctrl,trgt08.jpg,0.85521462471,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_100.wav,wc32v.3_11_100.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,104,intf,trgt25.jpg,0.984825432764,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_104.wav,wc32v.3_11_104.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,108,ctrl,trgt26.jpg,0.854624958792,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_108.wav,wc32v.3_11_108.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,112,intf,trgt01.jpg,2.77539326611,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_112.wav,wc32v.3_11_112.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,117,ctrl,trgt40.jpg,0.85427880997,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_117.wav,wc32v.3_11_117.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,120,intf,trgt24.jpg,1.88413655618,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_120.wav,wc32v.3_11_120.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,123,ctrl,trgt12.jpg,1.24302570769,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_123.wav,wc32v.3_11_123.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,128,intf,trgt13.jpg,1.11466451866,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_128.wav,wc32v.3_11_128.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,132,ctrl,trgt15.jpg,1.36405401539,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_132.wav,wc32v.3_11_132.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,136,intf,trgt27.jpg,0.855202806511,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_136.wav,wc32v.3_11_136.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,140,ctrl,trgt05.jpg,1.2443222885,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_140.wav,wc32v.3_11_140.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,144,intf,trgt14.jpg,1.36422320224,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_144.wav,wc32v.3_11_144.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,148,ctrl,trgt28.jpg,1.11484085862,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_148.wav,wc32v.3_11_148.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,152,intf,trgt10.jpg,0.984690145488,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_152.wav,wc32v.3_11_152.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,157,ctrl,trgt30.jpg,0.854300269331,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_157.wav,wc32v.3_11_157.wav,,,,,
LCNL-279-1-PC,2018-06-25 10:03,wc32v.3,A1a,11,160,intf,trgt39.jpg,0.855052901991,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P11/wc32v.3_11_160.wav,wc32v.3_11_160.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,003,ctrl,trgt31.jpg,1.11459267645,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_003.wav,wc32v.3_12_003.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,008,intf,trgt34.jpg,1.23703730197,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_008.wav,wc32v.3_12_008.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,011,ctrl,trgt23.jpg,2.134780026,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_011.wav,wc32v.3_12_011.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,016,intf,trgt35.jpg,0.985350409595,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_016.wav,wc32v.3_12_016.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,020,ctrl,trgt17.jpg,1.3647624853,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_020.wav,wc32v.3_12_020.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,024,intf,trgt33.jpg,1.23557153431,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_024.wav,wc32v.3_12_024.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,027,ctrl,trgt29.jpg,0.985055887642,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_027.wav,wc32v.3_12_027.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,032,intf,trgt18.jpg,1.11524112235,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_032.wav,wc32v.3_12_032.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,035,ctrl,trgt04.jpg,0.856404530724,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_035.wav,wc32v.3_12_035.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,040,intf,trgt22.jpg,1.36472734171,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_040.wav,wc32v.3_12_040.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,045,ctrl,trgt20.jpg,1.11440047522,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_045.wav,wc32v.3_12_045.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,048,intf,trgt32.jpg,3.03446591072,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_048.wav,wc32v.3_12_048.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,051,ctrl,trgt21.jpg,1.24635781774,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_051.wav,wc32v.3_12_051.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,056,intf,trgt19.jpg,1.23660904777,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_056.wav,wc32v.3_12_056.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,061,ctrl,trgt38.jpg,1.11384128781,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_061.wav,wc32v.3_12_061.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,064,intf,trgt36.jpg,1.11576858723,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_064.wav,wc32v.3_12_064.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,067,ctrl,trgt11.jpg,1.7558145538,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_067.wav,wc32v.3_12_067.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,072,intf,trgt16.jpg,0.985608232931,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_072.wav,wc32v.3_12_072.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,076,ctrl,trgt02.jpg,1.36647425809,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_076.wav,wc32v.3_12_076.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,080,intf,trgt37.jpg,1.11594119513,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_080.wav,wc32v.3_12_080.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,083,ctrl,trgt03.jpg,1.24669712445,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_083.wav,wc32v.3_12_083.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,088,intf,trgt07.jpg,1.11474755705,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_088.wav,wc32v.3_12_088.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,093,ctrl,trgt09.jpg,1.36549707966,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_093.wav,wc32v.3_12_093.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,096,intf,trgt06.jpg,0.854648284184,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_096.wav,wc32v.3_12_096.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,100,ctrl,trgt08.jpg,0.974155154289,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_100.wav,wc32v.3_12_100.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,104,intf,trgt25.jpg,0.853709981401,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_104.wav,wc32v.3_12_104.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,108,ctrl,trgt26.jpg,0.855162997842,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_108.wav,wc32v.3_12_108.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,112,intf,trgt01.jpg,0.984756389603,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_112.wav,wc32v.3_12_112.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,117,ctrl,trgt40.jpg,0.855214935716,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_117.wav,wc32v.3_12_117.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,120,intf,trgt24.jpg,3.03363086167,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_120.wav,wc32v.3_12_120.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,123,ctrl,trgt12.jpg,1.49502733736,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_123.wav,wc32v.3_12_123.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,128,intf,trgt13.jpg,1.36435911152,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_128.wav,wc32v.3_12_128.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,132,ctrl,trgt15.jpg,1.11487164814,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_132.wav,wc32v.3_12_132.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,136,intf,trgt27.jpg,1.11399088133,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_136.wav,wc32v.3_12_136.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,140,ctrl,trgt05.jpg,1.11499542823,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_140.wav,wc32v.3_12_140.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,144,intf,trgt14.jpg,0.854520461037,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_144.wav,wc32v.3_12_144.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,148,ctrl,trgt28.jpg,1.24365891434,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_148.wav,wc32v.3_12_148.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,152,intf,trgt10.jpg,0.853973402834,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_152.wav,wc32v.3_12_152.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,157,ctrl,trgt30.jpg,1.1147500451,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_157.wav,wc32v.3_12_157.wav,,,,,
LCNL-279-1-PC,2018-06-25 16:40,wc32v.3,A1a,12,160,intf,trgt39.jpg,1.11416380023,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P12/wc32v.3_12_160.wav,wc32v.3_12_160.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,003,ctrl,trgt31.jpg,1.24048435804,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_003.wav,wc32v.3_13_003.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,008,intf,trgt34.jpg,0.98002699517,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_008.wav,wc32v.3_13_008.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,011,ctrl,trgt23.jpg,1.61063790085,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_011.wav,wc32v.3_13_011.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,016,intf,trgt35.jpg,0.97929831218,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_016.wav,wc32v.3_13_016.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,020,ctrl,trgt17.jpg,1.11134636856,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_020.wav,wc32v.3_13_020.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,024,intf,trgt33.jpg,0.981463212861,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_024.wav,wc32v.3_13_024.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,027,ctrl,trgt29.jpg,1.24017304277,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_027.wav,wc32v.3_13_027.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,032,intf,trgt18.jpg,1.62103290736,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_032.wav,wc32v.3_13_032.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,035,ctrl,trgt04.jpg,1.36099602226,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_035.wav,wc32v.3_13_035.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,040,intf,trgt22.jpg,1.24159557628,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_040.wav,wc32v.3_13_040.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,045,ctrl,trgt20.jpg,0.850449867668,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_045.wav,wc32v.3_13_045.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,048,intf,trgt32.jpg,2.2613931747,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_048.wav,wc32v.3_13_048.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,051,ctrl,trgt21.jpg,1.2410211514,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_051.wav,wc32v.3_13_051.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,056,intf,trgt19.jpg,2.26187087725,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_056.wav,wc32v.3_13_056.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,061,ctrl,trgt38.jpg,1.11101794806,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_061.wav,wc32v.3_13_061.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,064,intf,trgt36.jpg,1.11112400051,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_064.wav,wc32v.3_13_064.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,067,ctrl,trgt11.jpg,1.75094560846,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_067.wav,wc32v.3_13_067.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,072,intf,trgt16.jpg,1.36163420301,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_072.wav,wc32v.3_13_072.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,076,ctrl,trgt02.jpg,1.6203720233,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_076.wav,wc32v.3_13_076.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,080,intf,trgt37.jpg,1.24181048022,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_080.wav,wc32v.3_13_080.wav,,,,,
LCNL-279-1-PC,2018-06-26 10:36,wc32v.3,A1a,13,083,ctrl,trgt03.jpg,1.4900951362,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P13/wc32v.3_13_083.wav,wc32v.3_13_083.wav,,,,,
