prac,prac01.gif,1,500
prac,trgt31.jpg,2,500
fill,obj003airplane.jpg,3,500
fill,obj004alligator.jpg,4,500
fill,obj005anchor.jpg,5,500
trgt,obj006ant.jpg,6,500
fill,obj007antlers.jpg,7,500
trgt,obj008anvil.jpg,8,500
trgt,obj009apple.jpg,9,500
trgt,obj010fishtank.jpg,10,500
